subj_code	condition	desktop_conf	attent_conf	instr_tests	Cond_sum	Rating_CC	Rating_SE	explanation	age	gender	tech_issues
13MgHgZh6xSe	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	7	Thre are more options n A so the effect is lesser	33	2: female	NA
lY2cUo41mqMW	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	10	I thought of it like electricity that gave a specific amount of energy that was divided equally into the 4 entities. I disregarded that it might affect each entity the same amount because of the comments about 'finite' effects	38	2: female	NA
ATuFBZidCDkZ	5	1: I confirm	1: I will take it seriously	2	binary_radial	7	10	Effect E can only be on or off, so for it to be present this must imply that it is on. 	36	1: male	NA
GDseRGYTjqbO	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	8	there is less power to share around in the first instance where as there is only one chanel accepting power on the second instance	24	2: female	none
pGKNA3zCmnKu	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	4	8	As there are no other entities for C to affect, I imagine the influence will be stronger when there is only one present	47	2: female	NA
g7SI40i9uVQY	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	7	7	"the causal entity is still emitting the same amount of energy, regardless of how many effect entities it ""hits"""	38	2: female	none
Elt95xNoANSS	6	1: I confirm	1: I will take it seriously	1	binary_channel	2	5	In situation B, if C can be on or off, and it's on, it may or may not be effecting E, so I put it at 50%. For situation A I chose 20% in case only one E can be affected at once, or all four are affected less if all are effected at once	29	2: female	NA
kbEzyICWjNqp	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	10	All the energy from C is going to E in the second example, but in the first example all the energy from C is split between the four entities.	62	2: female	NA
aYMa1tCzDUe6	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	6	It says can be high or low it varies 	23	2: female	nothing
4BInl03SINhE	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	10	The left scenario I simply thought there was a better chance of the entities being equal.the right scenario there was only 1 entity for the cause to share it's energy with so I presume it would have it all.	33	1: male	None
Sw8UIuuc1JHw	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	9	I tried to use logic to work it out - In version B there was only one present so I would assume the energy being emitted is high and in version A it was split between four so I would assume it would emit less energy into that entity.  	28	2: female	N/A
ClbmjcG4HJ0S	6	1: I confirm	1: I will take it seriously	1	binary_channel	2	10	Multiple effects the probability is lowered as there are more options. 	28	1: male	NA
Fn97Bihkkk6h	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	3	The force emitted is radial so the force should be the same on the bottom right of both images, regardless of how many other entities there are	36	1: male	NA
eaEezD6eV3SH	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	The cause C is ON, which means it will have an effect E on the E's, which is why I was 100% confident in both situations.	24	1: male	NA
BqwuRKD1tL7h	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	0	10	I gave situation B a higher rating because since there is only one present, all the energy emitted from C would be going into that lower right one. I gave situation A a lower rating because the energy would have to be split between 4, rather than just one, so there would be a lower amount of energy given to the bottom right one. 	29	2: female	NA
0pHVqRcKbqiM	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	10	"In situation A I assumed the energy was equally distributed to the four effects, so I gave a lower estimate for the answer. 
In situation B, there was only one effect so I assumed all the energy was going to this effect."	45	2: female	NA
4XB8uazcVPUB	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	9	9	I am just learning this as I go I've never heard of this before so I'm doing the best that I can that's what I can say for sure. So going by what I very briefly learned only a moment ago that each entity of the system can be more or less intensely active it influences activity levels of the four affect entities and the cause C is constantly exerting unlimited energy	43	2: female	no errors that I noticed I was pretty much concentrated on trying to learn and remember what was going on. That was very well put together. I am glad to have learned a little bit I hope I was able to help your research.
nB3SxKjwzq3u	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	10	10	Cause C has infinite energy so I assumed that it can supply high levels of energy to the effect entities regardless of the number present.	58	1: male	NA
zo2E3rh6S8rk	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	9	I think cause C impacted more in situation A - as there was more energy to share with the bottom right entity. 	32	2: female	NA
QJ9ZN6yjKTL3	5	1: I confirm	1: I will take it seriously	1	binary_radial	3	8	I felt the more effect entities there were the less likely they were active now I'm not sure why I felt this way it was just a instinctive answer.	24	2: female	NA
addIxwpDkSgR	6	1: I confirm	1: I will take it seriously	1	binary_channel	3	10	"in the first situation there are 4 entities so sharing 25% of the strength of A.
In the second situation there's only 1 entity and has 100% of the strength of A."	39	1: male	NA
buLg3KffuqLV	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	2	If the causal energy was being emitted radially in all directions at once, it makes no difference whether there are multiple entities present, the amount of energy that gets to the bottom right entity is the same	44	2: female	NA
hy5cyTy8mimp	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	"The channels were illustrated, so I assumed that whatever effect was connected to C by a channel was ""on."""	25	1: male	None
OlrVHBiDwERp	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	10	8	The cause is only affecting one entity and therefore i feel the activity level would be higher	27	1: male	NA
WbMChxpfvjYu	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	8	8	If C is giving infinite energy, then I feel the energy of the entities in both situations would be the same high level, even if there is more entities in A. 	28	1: male	NA
vHtHw4rpoKXD	6	1: I confirm	1: I will take it seriously	2	binary_channel	3	10	NA	42	2: female	NA
OwzJcD5LjpzR	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	10	I figured that since they both emit the same amount the left example with four would take 25% for each E. The right one would take 100% of C's energy	32	1: male	"Life issues so survey took a bit longer to do than expected.

Thanks, "
1UPiFabt8LNG	5	1: I confirm	1: I will take it seriously	2	binary_radial	7	5	You asked me to use my intuition. I really practically couldn't tell. So I went with a gut feeling as I virtually had nothing else to go on.	34	2: female	NA
lwCsHkdbpSWG	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	2	8	As the cause C has an unlimited amount of energy it can exert. I feel that when it only has one channel to power as opposed to four, the bottom right entity will be able to absorb that more efficiently by itself, whereas when all four are present the energy will be transmitted equally for the most part.	29	3: non-binary	No issues on my end, thank you for the study.
eefUMv7vL9Ub	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	when one entity is present i would expect most of the energy to be emitted to it but when more are present I'd expect the limited energy to be shared	22	2: female	NA
FrUg926rS9u8	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	4	10	i imagined the scenario as a crying baby with 4 family members - sometimes they are all around to help out, sometimes it is left to one person to do everything. In scenario 2 the E was the only carer present so would have to do everything and it would be much more work.	31	1: male	none
qZkB9rzkfrTa	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	9	NA	33	1: male	Did not notice any errors 
oZ24V8aLens6	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	1	In option A - 4 entities were attached to C and therefore I selected ON. In option B - only one was attached and therefore I selected off. 	24	2: female	N/A.
8LICOb52xJK0	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	In Situation A all the E entities are receiving the same level of energy from C. The energy does not pool, or return so the energy they get is consistent regardless of position. I chose half because I have no knowledge of the strength of energy that C is emitting. In situation B there is only one E entity, but postulating that C is emiting energy at the same rate as in Sit. A then E in Sit B will receive the same energy as E in the same place as in Sit A. Hence I assumed the energy level would be the same. 	57	2: female	The screen was a little too large for my screen so I used zoom to make it smaller.
tGbSU4xDtn3z	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	6	8	Only one E in situation B so perhaps it receives more energy	50	2: female	NA
tAB4SHWVIhw4	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	7	As C has infinite energy it didn't seem likely that it would be significantly lower in either scenario	52	1: male	none
zSkJNG0HUGH5	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	7	Only seeing c and e meant that there was more energy being transferred. Seeing c and all 4 e's meant that there was energy being transferred to each e	21	1: male	n/a
5A6EKTQY12uk	1	1: I confirm	1: I will take it seriously	4	cont_radial_unlimited	9	2	I THINK THAT THE ONE WITH FOUR E'S WOULD HAVE MORE STRENGTH AS THERE IS MORE OF THEM.	24	2: female	NA
a1YiFXGWAXjp	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	9	If all the energy is going through one channel, there is probably more of it, than if it was shared with three other channels.	57	2: female	NA
yCqe1rOhtIbR	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	6	6	the energy emitted is the same as it is radial, the distance from c determines the strength of energy received by e	59	1: male	none that I saw
oew2RT1JPWhO	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	10	the energy is divided in four in the second example	48	2: female	NA
N15TjbsGM7VA	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	If it's on it's on. and both bottom right E's were there. I have no idea waht you're talking about!	63	2: female	NA
3enrGBThyzhc	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	4	10	In situation A, C was split across four different Es. This made me think that the bottom-right E was not getting as much energy because there were three other Es also requiring energy. In situation B, the bottom-right E was the only option therefore I imagine that there is much more energy going to this E. 	28	2: female	NA
rsEC5LlPmgaX	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	3	10	While I had been told that C could only influence with a finite amount of energy, I was not told whether there were any rules governing how much energy would be used and whether all energy would be used at any one time. As such, I assumed total use of energy with 4 entities present and 1/4 energy with one entity present.	39	1: male	NA
ndik2LSRPJHi	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	5	7	Four entities consuming more energy out of C	52	2: female	all good.
vku8Nptk5tj4	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	8	3	in the sceond scenario there wasnt enough energy coming from C to effect all of the Es. when you increase energy from C it is more likely to effect all Es	53	1: male	NA
gZgh5CNiBL0n	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	3	5	That there's only so much energy to share at any one time, therefore there's more available when there's only one E entity present. It also occurred to me that the E entities may only appear when they actually need energy. 	57	1: male	NA
AgO2BDmuLTF9	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	9	"In situation A the cause C influence is shared between 4 channels, although it's unlimited energy it's  output is still shared; while in situation B it's unlimited energy is not throttled and fully focused in one channel with no risk of bottle necking.   "	27	2: female	NA
JhuqUKy4l1Re	6	1: I confirm	1: I will take it seriously	2	binary_channel	7	3	If c entity is on I'd expect e entity's to be on, I confused left and right in the second option	39	2: female	NA
FHhai1QtdpIR	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	6	7	I feel that with onoly one entity that Cause C wouldinfluence that more as would only have one option ie there would be more pressure on that one effect	61	2: female	NA
SL5kaHwUr2Bz	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	10	7	because the one at the bottom right was much stronger than the other 3 so when the other 3 were reduced by x number of points that made them 0 the bottom right still had some energy in it	41	1: male	nil
AYL3MJZfR6Sq	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	9	"because in option B it is only affecting one ""E"" and in Optional A it is spread between all 4"	41	2: female	NA
RHeAkgsuE1PF	5	1: I confirm	1: I will take it seriously	1	binary_radial	6	4	Just from my understanding of what is going on, I thought these were the most accurate figures	28	1: male	NA
TVLStDTUuI54	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	Each was in a very similar position so that is why I gave that rating.	40	1: male	NA
3tDWFZB9tJ9n	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	9	10	Although there is infinite energy from 'C', the energy would dip slightly if it were being shared amoung four entities, rather than just the one in the other example.	51	1: male	NA
t9lXKF9UoUPV	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	3	10	I rated the left lower because the energy was being diluted across 4 effects rather than one	49	1: male	none
RDM4v9CdE4TI	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	8	8	I feel the field exerts equally in all directiond	40	1: male	NA
klTjWh2nBUbv	4	1: I confirm	1: I will take it seriously	4	cont_channel_limited	5	10	In scenario B all the causation was chanelled to one entity in A it was shared	68	1: male	NA
gROmNPiYxcfj	5	1: I confirm	1: I will take it seriously	2	binary_radial	2	5	"For option A I chose a 1 in 4 chance that the bottom right will be on. The Effect can either be on or off, but in thinking it over, perhaps I was incorrect since there are no boundaries for Effects acting independently. The Effect no matter how many there are will either be on or off, irrespective of the other Effects.

For option B: I chose a 1 in 2 chance because there are only 2 possible states. On or Off and neither are predicated on any other information."	41	3: non-binary	NA
G6tzLyFuuNeM	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	if the right entity was present I assumed on.	31	2: female	none
ZHWB6aXKiVMr	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	10	There are 4 possible channels.  These make up 100% of the energy from c.  If 3 channels are open they take up 25% each.  If one channel is open it is taking up 100% of the energy.	50	2: female	No errors.  All good.
4tsU8tNqrfg7	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	8	Since C only has a specific amount of energy and is affecting four entities, so it's more likely the strength is low for the first situation. For the second situation, there is only one entity so there's a likelihood C can give more energy.	29	2: female	NA
amLRSB8erZAy	6	1: I confirm	1: I will take it seriously	2	binary_channel	3	10	Intuition - the second one was the only one that was ON so it felt like it had to be 100%.	34	2: female	none
qmm6ndu8355V	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	9	9	As the influence is emitted radially, The level will be equal at any given radius. As the lower right effect entity is at the same radius in each diagram the strength of the influence will be the same and will not be affected by the presence of any other effect entities.	74	1: male	I did not notice any errors
fs4ahAHnCsfP	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	2	If the influence is radial then all of the influence in directions away from the E in the bottom right has no effect on the E in the bottom right.  The influence is identical - the distances are the same.  I gave  rating of approximately 25% along the scale, as there are four E's to affect.	41	1: male	None
CicUwlcvHOZi	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	10	i gave these ratings as in situation b where there is only one entity i feel that it would get more strength from cause c however when all 4 entities are present the strength would be spread amongst them more evenly.	27	2: female	NA
MRsW58kiFjj9	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	If Cause C is on then based on the information present it has an effect on the bottom right entity E, regardless of whether the other entities are ON. Therefore I assigned a probablility of E being on as 100%	49	1: male	NA
W6tm8JvlWC6C	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	5	10	In the first scenario, the radial influence would be shared between the four different entities so I felt that it would be lower per entity. In the second scenario there was only one entity present and so I assumed that all strength would be directed that way	29	2: female	none
50qJ0LJOdF1P	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	"If C was radiating at it's maximum then all four Entities would be affected to the maximum.
It does not matter how many are present because nothing I have been told suggests the radiated effect is shared. In fact it was said to have infinite energy."	64	2: female	None
PkOi0Rtrewuh	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	3	3	they are both the same distance away so same strength as C has infinite energy whether 4 or just 1 	69	1: male	NA
SmIIP0p5l8BF	6	1: I confirm	1: I will take it seriously	1	binary_channel	8	10	In situation B the effect was the only one present so would have recieved 100% from the cause as we know it was on. in situation A we know the cause was on but not that E in the lower right would have recieved all of it.	36	1: male	none
z7fE8qALJHcV	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	4	8	I believe as there is a limited amount of energy released (not unlimited) that there would be more strength focused on just the one in situation 2 than if there are several entitles and thus scored this accordingly.	39	1: male	no issues
dEx3Qzc7ZdaN	5	1: I confirm	1: I will take it seriously	1	binary_radial	8	8	I gave the same rating to both because I thought if C was on then all the effects around it would be on regardless of number.	35	2: female	NA
OOrilzP3wAdf	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	5	5	It seems like the radial energy is the same in both situations	27	2: female	NA
uhoMNsihgRWA	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	2	2	Because the Cause entity radiates energy radially the same amount of energy is sent out from it in all directions.  An Effect entity at the same distance from the Cause entity would be energized at the same level regardless of how many other Effect entities were also present in the system as long as other Effect entities were not between the Effect entity in question and the Cause entity.	57	1: male	I found no errors.
MODRQnQ0tVeV	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	3	3	Radiant energy on a singular point shouldn't be affected by the consumption of energy radiated in other directions.	27	1: male	None. Great survey.
QHpLiVskoZSY	2	1: I confirm	1: I will take it seriously	2	cont_radial_limited	8	8	The causality emits energy radially so the effect is the same on the entities or entity whether there is 1 or 4 present	43	2: female	None
l6qxeQ4BDlmv	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	2	10	"100% of energy in B going to one E
25% of energy in A going to one E"	23	2: female	NA
wbiNFQAr00bh	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	5	If C is either on or off then I assumed that the other entities work the same. Am I wrong in this?	47	4: prefer not to say	NA
4NqX3dlcIrXm	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	10	In situation A, the cause C had 4 entities it could distribute it's energy to while in B it only had 1 entity to focus on sending it's energy and I think it would contribute alot more to just one rather than dividing it up among multiple.	38	1: male	NA
J29J9TDWY6ua	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	5	5	I initially thought that where only one entity E was present it would have a higher level of activity, but on reflection I decided that isn't necessarily the case.	63	1: male	No errors.
3T2iM7MjZCSZ	5	1: I confirm	1: I will take it seriously	2	binary_radial	8	9	Because there can be any number of them. In the first one there's only one but the second there's 4. It means they're on.	30	2: female	no
1Q4RChGoaMfU	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	2	8	When there was one E entity I felt there would be a higher chance that C entity would emit more energy to it as opposed to when the other 3 entities were also present, as the energy would be divided more between the 3 others, even if not evenly.	36	1: male	None
FyIXyAdp2f43	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	10	In situation B the cause entity could have been giving a larger amount of energy to the effect entities. In situation A the energy will have been shared between the 4 effect entities. 	30	1: male	none
dR91lLmqMzqB	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	7	5	 judging by the diagrams in the picture and the detail provdied this was my best estimate	39	2: female	NA
sd2dtw2t74Xf	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	6	6	I didn't think there would be more or less effect on the bottom right E if others were present or not, due to the way that the influence was being exerted.	38	2: female	n/a
B7d7Qr9yuYOt	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	2	2	In my understanding, the effect is the same because it's only one effect entity in question. The other effect entity's are a moot point?	37	1: male	No errors.
AZkkW4sPSrr6	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	It can be only on or off and in both cases The cause was channaling to the effect turning it on.	30	1: male	NA
fe6XWZRhKL3Y	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	"If they can only be on or off and the causal factor is on, then it seems likely that the bottom right entity is ""on""."	37	1: male	NA
K0iGtACjT2Iv	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	3	I am thinking that this causal effect is only having effect in only the one channel instead of the many.	58	2: female	N/A
CX2OZaaMVtpe	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	4	7	Picture B has one focus of Effect E to work upon. 	33	1: male	NA
rMelOSGWvuU3	3	1: I confirm	1: I will take it seriously	3	cont_channel_unlimited	7	7	I had the immediate impression that this would be the effect that may get the energy first, and perhaps most intensely.	34	1: male	n/a
Cnxb5cEvpFWH	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	10	2	Because 4 were present i took this having more strength than the picture showing only 1.  This is the only logic i could think of 	49	2: female	NA
iDXxmGjpfRKJ	2	1: I confirm	1: I will take it seriously	4	cont_radial_limited	3	10	"example a: the energy is split between 4 so each have 25%

example b: only one so it has 100%"	36	2: female	no
8IsKy50tI4da	6	1: I confirm	1: I will take it seriously	1	binary_channel	5	5	"Because the system can either be ""on or off"" therefore the bottom right can either be channeled to or not therefore there is a 50% chance that it is."	20	1: male	NA
gxX26hhEV19E	5	1: I confirm	1: I will take it seriously	1	binary_radial	6	9	Option A could be off as some of the the other 3 entities ust be on. Option B must be on as its the only one	31	1: male	n/a
bHa0rGf4UQMV	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	7	7	I assumed that the number of channels being used would affect the trasnference of cause C so four channels would potentially be more dilute than 1 	55	2: female	NA
6VBmFr7ThJVe	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	9	2	I believe that in situation A, Entity C was distributing more energy to 4 types of E's in a continuously effective way. On situation B there was only one present with a single entity. Therefore the charge was less in my opinion and did not complete the full radius.	37	1: male	Everything worked fine to me.
GxANjjZ62wXF	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	4	I think that, when more effects are present, the cause works harder and emits more energy. Conversely, the less effects are present, the less energy the cause emits.	38	1: male	none
Ej6EjQP3hhT1	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	3	7	If C is channeling to more than one E entity, it will not be providing as much energy to each as it would have had it been channeling to only one.	34	1: male	NA
SuEkC5jNUglf	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	10	10	My assumption is that since cause C has an infinite amount of energy, the effect entities are the same. I imagined the entire circle full of an infinite amount of energy and each one of the effect entities are absorbing all of it.	50	2: female	There were none
2TviYmzdVXta	2	1: I confirm	1: I will take it seriously	4	cont_radial_limited	5	10	because of only being one e i belive it had more energy in it than it being spread over the 4	34	2: female	NA
XsvOXvtRI3wJ	6	1: I confirm	1: I will take it seriously	1	binary_channel	10	10	because ie connects	33	2: female	NA
YUj5O79IQQVf	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	7	because there are more entities to absorb energy, each one gets less as the energy emitted is limited by the channel. the one where there is only one cause entity gets more, but again is limited by the channel width, though the extra energy makes the energy itself transfer more due to pressure.	26	1: male	NA
glKz7qrWtzC5	5	1: I confirm	1: I will take it seriously	1	binary_radial	5	10	For situation A, all entities were present. Therefore I could not tell if it was a real example or if it was just for display. In B there was a mix off being off and on.	19	1: male	NA
acjhuT5TPfMr	5	1: I confirm	1: I will take it seriously	1	binary_radial	7	4	I felt like if most of the entities are showing up they are receiving the signal.	29	1: male	NA
vPt8nX8n7Pud	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	3	3	I think that the amount of activity would be the same in either case because if the causal entity is radiating equally then the amount of other entities should have no effect on one specifically.	60	1: male	no errors
xXlWOAjAzAv8	5	1: I confirm	1: I will take it seriously	1	binary_radial	10	10	Because it's either on or off, and with respect to the bottom right, it's present in both situations, so it's on.	32	1: male	NA
5cd1d4PJvPRU	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	10	Looking back, I should have selected the same strength for both as the highest, as the force the cause entity emits is infinite, meaning each effect entity receives an infinite amount of influence regardless of how many others there are. However, during the study, I figured that due to the force being spread across all 4 entities in A, I assumed it would have less force applied individually when compared to the effect entity in B.	20	1: male	NA
EK4eAi83x3rR	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	7	7	From my understanding of the task there would always be a certain level of activity and I believe it was high in these examples.	44	1: male	No errors.
1fGUGBGyylFL	6	1: I confirm	1: I will take it seriously	1	binary_channel	9	10	"Situation A - Even though there were four 'E's I was quite certain the bottom right would be 'on' as there is no mention of power or amount of energy coming from C - just 'on' or 'off' meaning the power would not need to be split.

Situation B - All power going to one place means I was more certain. "	32	1: male	NA
9IIIf44QrzeH	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	3	8	Although C has unlimited energy, I felt that in situation A, the energy could be watered down between the Effects. In situation B, I felt that more energy would be sent to E because it was the only active one at that time.	42	2: female	NA
d8JtsOwVhN7L	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	5	10	I assumed that in scenario B there was more energy available for the single entity. However, since the energy is emitted radially, it is possible that it makes no efference how many effect entities are present.	57	2: female	None
BaGPBEkh7zkQ	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	6	9	My thinking was that when there are four entities present, then the C entity will probably share the amount of energy equally (I accept that there is unlimited energy but this does not mean it uses unlimited energy).  Where there is only one entity E present, then the C entity will divert more resources to it, but not necessarily 4 times as much. Hence I chose a higher activity in the second scenario compared to the first.  On the other hand, I did also wonder about the thickness of the channel lines, which I could also interpret at the amount of energy being transferred.  If that is case then it could be argued that the amount of energy is the same.	38	1: male	No problems at all.
tcYP5Er43h7E	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	2	2	"The radial influence is equal at any given position at the same radial line. So the effect on one ""E"" is the same regardless of how many other ""E""s, since only the ""C"" generates influence."	53	1: male	NA
vhCQAJeq6mqE	4	1: I confirm	1: I will take it seriously	2	cont_channel_limited	3	10	seems to me that if cause C is emitting a consistent energy, if there were only one object being affected, it would presume the amount of energy that would have previously been given to all 4 objects	52	2: female	all good
2LsoZBZ7TbfB	5	1: I confirm	1: I will take it seriously	1	binary_radial	9	9	Entities are either on or off, both where displayed on both situations therefore I was fairly confident they were on  	24	2: female	NA
ztHF3km17Nxd	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	9	9	Because both entity's were of equal distance from each other I guessed the energy would be at the same level.  	48	1: male	none
VdaOaOfSqj6j	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	7	2	"i looked at it from a probabilty perspective which increaed my intuition
"	22	2: female	non
Ac1d8Zwh2nNq	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	3	10	If it was using its energy for 4 effects I thought it would split its energy equally among the four and thus be lower for each. If it was only effecting one then I thought it would use all of its energy on that one. 	35	1: male	none
qJlzIk8TYVAm	5	1: I confirm	1: I will take it seriously	3	binary_radial	2	5	"After being approached with this question, did I realize I may have made an error.

According to this instruction it stated that cause from C radiates outward in all directions, I mistakenly thought I should divide the cause between the individual possibilities. The correct answer should be 50% for both."	28	1: male	na
i3yLTOCicMzN	5	1: I confirm	1: I will take it seriously	2	binary_radial	8	5	That's my feeling on it.	53	1: male	none
CrarW7T3EKZC	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	10	8	"Because both had E on the bottom right, I knew the energy would be power within the area. Also, the one only has one ""E"" shows that it is concentrated in that area."	32	1: male	NA
yfshl9Jg2Jal	1	1: I confirm	1: I will take it seriously	2	cont_radial_unlimited	1	1	im viewing it as an electron and the atom 	49	1: male	none
h8Bu5LyXwElu	3	1: I confirm	1: I will take it seriously	1	cont_channel_unlimited	5	7	I gave the one entity a higher reading as all the energy is passing solely through it.	32	1: male	None
yQrfuBH9IrF4	3	1: I confirm	1: I will take it seriously	2	cont_channel_unlimited	4	10	I think that if the other entities are present, then the effect to each one is probably less. Compared to when only one entity is present, the strength to that one is probably higher since it is the only one. 	35	1: male	NA
qYYzJU6mtgtB	4	1: I confirm	1: I will take it seriously	1	cont_channel_limited	5	9	"Since 4 entity's are being affected, I gave a midpoint rating to the bottom right, although perhaps a quarter point would have been better.
The second example has only one entity, so I gave it a high rating, since it's the only 1 affected."	73	1: male	NA
TEmcOTXnZeGe	6	1: I confirm	1: I will take it seriously	2	binary_channel	5	10	Well in the left scenario there were multiple effects connected so it seems as if maybe the cause node would effect them all at different time, where as the right scenario just had the one effect so it would always effect that	35	1: male	NA
3kLTXSPpCIcM	2	1: I confirm	1: I will take it seriously	1	cont_radial_limited	2	10	In scenario A where all 4 Effect entities were present the energy might be split evenly between all four, whereas in the case with 1 effect entity the energy all goes to that one	21	1: male	NA
Wg7zYDSIknNk	1	1: I confirm	1: I will take it seriously	1	cont_radial_unlimited	6	6	they're the same because the cause entity emits radially so even though only one effect entity is present in the second scenario it wouldn't be receiving more than if the other effect entities were also present	18	2: female	NA
jc3mCkPWHSs0	5	1: I confirm	1: I will take it seriously	1	binary_radial	6	10	I feel like the second diagram was definetly on because the E was on the bottom right.  On the first diagram I felt like it could have been on because there was an E on the bottom right.	40	2: female	none
